,Id,Title,Published_Date,Description,Tags,Views,Likes,Dislikes,Comments,Date,Time,LikestoViews,CommentstoViews,DislikestoViews,Combined_Metric
124,rbDd4rKLylA,"Δήλωση Βουλευτή Α' Θεσσαλονίκης, Ι. Κόντη, για θάνατο Κώστα Νεστορίδη & Μέτρα κατά της οπαδικής βίας",2023-12-12 12:44:11+00:00,12/12/2023,[],109,14,0,0,2023-12-12,12:44:11,0.12844036697247707,0.0,0.0,52.550000000000004
125,AMPGjJWmw5o,"Ομιλία του Βουλευτή Αιτωλοακαρνανίας, Δ. Βαλτογιάννη, στην Επιτροπή Οδικής Ασφάλειας",2023-12-12 11:28:50+00:00,12/12/2023,[],86,11,0,0,2023-12-12,11:28:50,0.12790697674418605,0.0,0.0,41.45
126,fkS9Gcf2Ra8,"Ομιλία του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, για το Σ/Ν του Υπ. Ψηφιακής Διακυβέρνησης",2023-12-12 08:00:47+00:00,11/12/2023,[],159,13,0,0,2023-12-12,08:00:47,0.08176100628930817,0.0,0.0,74.8
127,eF65O4scURI,"Ομιλία του Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, στην Επιτροπή Οικονομικών Υποθέσεων για το Σ/Ν",2023-12-12 07:56:44+00:00,11/12/2023,[],83,8,0,0,2023-12-12,07:56:44,0.0963855421686747,0.0,0.0,39.35
128,9cBcDFNftbM,"Ομιλία του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη,  για το Σ/Ν του Υπ. Ψηφιακής Διακυβέρνησης",2023-12-11 16:12:36+00:00,11/12/2023,[],175,12,0,0,2023-12-11,16:12:36,0.06857142857142857,0.0,0.0,81.75
129,VlbKVV47L90,Οι «ΣΠΑΡΤΙΑΤΕΣ» δίπλα στους Αστυνομικούς κατά τη διαμαρτυρία στις εγκαταστάσεις των ΜΑΤ στο Γουδή,2023-12-11 14:36:44+00:00,11/12/2023,[],237,22,0,0,2023-12-11,14:36:44,0.09282700421940929,0.0,0.0,112.15
130,D4N8BxIWyM0,"Ομιλία του Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, για το Σ/Ν του Υπουργείου Κλιματικής Κρίσης",2023-12-08 16:34:29+00:00,08/12/2023,[],173,20,0,0,2023-12-08,16:34:29,0.11560693641618497,0.0,0.0,82.85000000000001
131,zSYkWbrqJMg,"Ομιλία του Βουλευτή Αιτωλοακαρνανίας, Διονύσιου Βαλτογιάννη για το Σ/Ν Υπουργείου Κλιματικής Κρίσης",2023-12-08 15:12:24+00:00,08/12/2023,[],87,9,0,0,2023-12-08,15:12:24,0.10344827586206896,0.0,0.0,41.4
132,_a52nT4Gcro,"Ο Βουλευτής Α' Αθηνών, Αθανάσιος Χαλκιάς, στην τηλεοπτική εκπομπή «Τι λέει ο Νόμος» (ΒΟΥΛΗ TV)",2023-12-08 15:08:22+00:00,07/12/2023,[],129,12,0,0,2023-12-08,15:08:22,0.09302325581395349,0.0,0.0,61.050000000000004
133,xJ0J13cPZEw,"Ομιλία Βουλευτή Α' Α. Αττικής, Ιωάννη Δημητροκάλλη, για το Σ/Ν του Υπουργείου Κλιματικής Κρίσης",2023-12-08 13:07:21+00:00,08/12/2023,[],110,17,0,0,2023-12-08,13:07:21,0.15454545454545454,0.0,0.0,53.75
134,vuFIsPeQ2nw,"Ομιλία του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, στη Διαρκή Επιτροπή Δημόσιας Διοίκησης",2023-12-08 12:57:44+00:00,08/12/2023,[],96,11,0,0,2023-12-08,12:57:44,0.11458333333333333,0.0,0.0,45.95
135,qd6Z_Ldu_k4,"Ομιλία του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, στην Επιτροπή Θεσμών & Διαφάνειας",2023-12-08 12:42:12+00:00,07/12/2023,[],43,9,0,0,2023-12-08,12:42:12,0.20930232558139536,0.0,0.0,21.6
136,4AlB4cowpa0,"Ομιλία Βουλευτή Α' Αθηνών, Αθανασίου Χαλκιά, για το Σ/Ν Υπουργείου Οικονομίας για τη φοροδιαφυγή",2023-12-07 16:50:41+00:00,07/12/2023,[],83,7,0,0,2023-12-07,16:50:41,0.08433734939759036,0.0,0.0,39.1
137,B0V4svXuSqQ,"Ομιλία του Βουλευτή Α' Θεσσαλονίκης, Ι. Κόντη για το Σ/Ν Υπουργείου Οικονομικών για τη φοροδιαφυγή",2023-12-07 15:09:37+00:00,07/12/2023,[],88,13,0,0,2023-12-07,15:09:37,0.14772727272727273,0.0,0.0,42.85
138,1AT6JLLchLU,"Ομιλία του Βουλευτή Β1' Βορείου Τομέα Αθηνών, Χ. Κατσιβαρδά, στην Επιτροπή Μορφωτικών Υποθέσεων",2023-12-07 15:03:49+00:00,06/12/2023,[],146,16,0,0,2023-12-07,15:03:49,0.1095890410958904,0.0,0.0,69.7
139,tXEN1wdTwa0,"Ομιλία Βουλευτή Β1' Β. Τομέα Αθηνών, Χ. Κατσιβαρδά, για Σ/Ν Υπουργείου Οικονομίας για φοροδιαφυγή",2023-12-07 14:20:01+00:00,07/12/2023,[],990,47,0,0,2023-12-07,14:20:01,0.047474747474747475,0.0,0.0,457.25
140,fOMuguZjeSg,"Ομιλία του Βουλευτή Β2' Δ. Τομέα Αθηνών, Γεώργιου Μανούσου, για Σ/Ν Υπ. Οικονομικών για φοροδιαφυγή",2023-12-07 13:53:37+00:00,07/12/2023,[],174,16,0,0,2023-12-07,13:53:37,0.09195402298850575,0.0,0.0,82.3
141,hjj3czOgwhA,"Ομιλία του Βουλευτή Α' Αθηνών, Αθανάσιου Χαλκιά, για Σ/Ν Υπουργείου Οικονομικών για τη φοροδιαφυγή",2023-12-07 13:49:03+00:00,06/12/2023,[],97,7,0,0,2023-12-07,13:49:03,0.07216494845360824,0.0,0.0,45.4
